text,label
Where are you? 10 home,ham
See you soon gym,ham
$$$ CONGRATS GUARANTEED PRIZE URGENT HTTP://BIT.LY/ DISCOUNT CONGRATS DISCOUNT OFFER $$$ GUARANTEED HOT BONUS IMMEDIATELY 49932,spam
Lunch at 1 pm works,ham
See you soon 11,ham
I'll be late by 10 minutes 9,ham
Can you send the file? 9 bus,ham
WIN LIMITED ACT DEAL GUARANTEED DEAL 47455,spam
Call me when you are free 6 please,ham
Let's catch up later 23 gym,ham
Lunch at 1 pm works 26 sure,ham
NOW NOW NOW HOT sms sms GUARANTEED OFFER STOP,spam
Thanks for your help,ham
FREE http://offer. ACT CONGRATS STOP CLAIM BONUS 100% CONGRATS DEAL DEAL http://bit.ly/ LIMITED 65107,spam
Lunch at 1 pm works 4,ham
CLICK http://bit.ly/ ACT sms BONUS FREE sms URGENT http://bit.ly/ DEAL URGENT GUARANTEED CASH CLAIM BONUS HOT 48144,spam
Lunch at 1 pm works,ham
See you soon sure,ham
See you soon thanks bus,ham
CLICK $$$ URGENT CLAIM FREE LIMITED STOP VOUCHER DEAL PRIZE IMMEDIATELY BONUS GUARANTEED sms CONGRATS 13187,spam
Lunch at 1 pm works sure office,ham
Can you send the file? bus,ham
Can you send the file? done,ham
Call me when you are free 29,ham
Good night thanks,ham
100% SMS CLICK CONGRATS 100% $$$ LOTTERY,spam
Reached home home,ham
I'll be late by 10 minutes 6,ham
Can you send the file? done,ham
Let's catch up later 24 yup bus,ham
HOT SMS GUARANTEED BONUS REPLY CLAIM LIMITED SMS BONUS CASH DISCOUNT $$$ OFFER DISCOUNT 13862,spam
On my way shop,ham
Please check email please bus,ham
Please check email,ham
Happy birthday! yup bus,ham
CLAIM URGENT VOUCHER LOTTERY FREE NOW PRIZE VOUCHER HTTP://OFFER. LOTTERY FREE 28208,spam
Thanks for your help 6,ham
Please check email 21 please,ham
Lunch at 1 pm works 30 shop,ham
Are we meeting today?,ham
Are we meeting today? 22 bus,ham
FREE PRIZE WIN http://bit.ly/ http://offer. LOTTERY GUARANTEED OFFER BONUS ACT DEAL http://offer. WIN OFFER NOW NOW reply,spam
GIFT LOTTERY BONUS CONGRATS CLICK DEAL REPLY OFFER CLICK PRIZE GUARANTEED DISCOUNT NOW URGENT 7978,spam
NOW EXCLUSIVE PRIZE DISCOUNT CONGRATS EXCLUSIVE VOUCHER IMMEDIATELY GIFT NOW URGENT IMMEDIATELY 93922,spam
LOTTERY SMS OFFER $$$ HOT LOTTERY GUARANTEED OFFER ACT STOP STOP HTTP://OFFER. GIFT EXCLUSIVE 30726,spam
Meeting moved to tomorrow 27 please,ham
Good night 9 please,ham
On my way 5 please shop,ham
Good night 26,ham
Call me when you are free,ham
Call me when you are free 15,ham
VOUCHER DEAL EXCLUSIVE BONUS LIMITED WIN NOW 99345,spam
I'll be late by 10 minutes 16 thanks gym,ham
I'll be late by 10 minutes sure,ham
Let's catch up later 29,ham
Good night 10 thanks office,ham
http://offer. PRIZE DEAL CONGRATS http://bit.ly/ PRIZE reply ACT http://bit.ly/ BONUS STOP IMMEDIATELY PRIZE sms 79783,spam
Meeting moved to tomorrow,ham
GIFT WIN reply FREE FREE DISCOUNT FREE LOTTERY IMMEDIATELY DEAL NOW $$$ ACT URGENT DEAL ACT 23854,spam
100% CASH CASH IMMEDIATELY URGENT BONUS LIMITED 22446,spam
Where are you? 9 gym,ham
DISCOUNT LOTTERY PRIZE HTTP://BIT.LY/ BONUS EXCLUSIVE CONGRATS 73777,spam
Can you send the file? 18 thanks home,ham
I'll be late by 10 minutes 11 class,ham
Reached home 4,ham
URGENT SMS CLICK OFFER FREE PRIZE URGENT URGENT GUARANTEED HTTP://OFFER. HTTP://BIT.LY/,spam
Reached home 5 office,ham
Happy birthday! done office,ham
On my way 24 office,ham
Happy birthday! 27,ham
Are we meeting today? thanks,ham
Are we meeting today? please,ham
Can you send the file? ok,ham
Happy birthday! 11,ham
Where are you? 28 sure class,ham
See you soon 9 yup bus,ham
Please check email,ham
Where are you? 18,ham
Are we meeting today? 13 sure,ham
Please check email please,ham
Call me when you are free 15 bus,ham
Meeting moved to tomorrow 2 please office,ham
Are we meeting today?,ham
See you soon 23 office,ham
Can you send the file? ok office,ham
I'll be late by 10 minutes,ham
ACT IMMEDIATELY FREE NOW http://bit.ly/ URGENT NOW LIMITED OFFER LOTTERY BONUS http://offer. 7002,spam
DEAL IMMEDIATELY 100% HOT PRIZE DISCOUNT HTTP://OFFER. NOW REPLY 7370,spam
Where are you? 18 thanks,ham
Please check email 8 done class,ham
BONUS CLICK SMS NOW BONUS LIMITED OFFER 44260,spam
Lunch at 1 pm works ok,ham
Please check email 24 thanks,ham
Thanks for your help sure,ham
I'll be late by 10 minutes 22 gym,ham
Let's catch up later 17 done home,ham
See you soon gym,ham
CASH $$$ IMMEDIATELY HTTP://BIT.LY/ HTTP://OFFER. BONUS WIN BONUS LOTTERY CONGRATS LOTTERY 26050,spam
NOW CLAIM CONGRATS CLICK $$$ CLAIM DISCOUNT $$$ URGENT DISCOUNT reply CLAIM PRIZE,spam
Let's catch up later 8 shop,ham
Let's catch up later gym,ham
Lunch at 1 pm works,ham
Please check email 15,ham
URGENT CASH http://bit.ly/ sms CASH $$$ LOTTERY LOTTERY CLAIM VOUCHER 85551,spam
PRIZE WIN sms STOP LOTTERY sms sms reply URGENT EXCLUSIVE reply sms ACT OFFER CASH 20331,spam
Good night 29 shop,ham
ACT PRIZE CLICK 100% reply CLICK CLAIM sms LOTTERY CLICK WIN URGENT,spam
Where are you? thanks class,ham
DISCOUNT FREE PRIZE URGENT WIN GUARANTEED STOP REPLY CLICK 5539,spam
See you soon 22,ham
Reached home done,ham
See you soon 16 thanks,ham
ACT IMMEDIATELY BONUS DISCOUNT 100% BONUS 7381,spam
I'll be late by 10 minutes sure home,ham
STOP VOUCHER OFFER GUARANTEED FREE DISCOUNT REPLY VOUCHER HOT CONGRATS URGENT LIMITED CONGRATS PRIZE VOUCHER 42070,spam
Thanks for your help bus,ham
Let's catch up later 25 please,ham
On my way 20 yup,ham
Thanks for your help 19 thanks,ham
Can you send the file? 29 thanks,ham
Where are you? sure class,ham
Good night 4 gym,ham
Call me when you are free please office,ham
Call me when you are free 6 home,ham
Reached home 29 yup class,ham
On my way shop,ham
Are we meeting today? 8 please,ham
Happy birthday! 8,ham
DISCOUNT ACT DISCOUNT 100% WIN OFFER HTTP://OFFER. HTTP://OFFER. $$$ BONUS DISCOUNT 72917,spam
Happy birthday! 13 yup,ham
Where are you? 22 ok office,ham
Can you send the file? 5 thanks gym,ham
Thanks for your help 23 thanks,ham
Thanks for your help 30,ham
Good night 14 ok office,ham
Lunch at 1 pm works 29 yup gym,ham
HTTP://BIT.LY/ $$$ $$$ REPLY HOT BONUS VOUCHER GUARANTEED URGENT ACT EXCLUSIVE HOT VOUCHER GUARANTEED CASH,spam
On my way thanks class,ham
Are we meeting today? 3 shop,ham
Thanks for your help bus,ham
Let's catch up later bus,ham
Let's catch up later sure,ham
VOUCHER NOW $$$ http://offer. GIFT FREE GIFT http://offer. reply CLAIM LOTTERY EXCLUSIVE http://bit.ly/ STOP WIN 10727,spam
Happy birthday! 30 ok,ham
Reached home office,ham
Let's catch up later home,ham
Can you send the file? please,ham
Call me when you are free yup,ham
Are we meeting today? 16 thanks,ham
Meeting moved to tomorrow 27,ham
Lunch at 1 pm works 4 ok,ham
On my way please,ham
I'll be late by 10 minutes done gym,ham
HOT LOTTERY http://offer. GIFT ACT WIN $$$ CONGRATS URGENT LIMITED BONUS FREE STOP,spam
Lunch at 1 pm works,ham
Let's catch up later 15 done gym,ham
Happy birthday! thanks,ham
Please check email gym,ham
Call me when you are free please,ham
CONGRATS CASH STOP HOT VOUCHER http://bit.ly/ 100% 100% LOTTERY IMMEDIATELY NOW CASH LIMITED PRIZE PRIZE 40389,spam
SMS LIMITED CLAIM EXCLUSIVE DISCOUNT CLICK BONUS ACT WIN LIMITED NOW CASH PRIZE GIFT CASH 87510,spam
OFFER SMS LOTTERY FREE WIN OFFER HTTP://OFFER. URGENT DEAL VOUCHER WIN VOUCHER FREE DISCOUNT EXCLUSIVE 76890,spam
Call me when you are free,ham
Can you send the file? 7,ham
Where are you? 5,ham
NOW SMS OFFER HOT URGENT LIMITED DISCOUNT BONUS 87576,spam
I'll be late by 10 minutes 9,ham
Lunch at 1 pm works shop,ham
http://bit.ly/ CLAIM http://bit.ly/ 100% STOP sms $$$ CLICK 100% GUARANTEED NOW HOT 79878,spam
Good night please,ham
Meeting moved to tomorrow 1,ham
Let's catch up later 16,ham
Good night please,ham
Thanks for your help 19,ham
Good night thanks office,ham
On my way 5 please,ham
Please check email ok class,ham
Thanks for your help 17 bus,ham
See you soon shop,ham
Lunch at 1 pm works 8,ham
HTTP://BIT.LY/ EXCLUSIVE WIN CLICK HOT LOTTERY VOUCHER 100% LOTTERY GIFT URGENT CONGRATS URGENT STOP CASH STOP,spam
Thanks for your help 27 ok,ham
Good night 20 sure,ham
Let's catch up later gym,ham
Lunch at 1 pm works thanks home,ham
Are we meeting today? yup office,ham
I'll be late by 10 minutes 28 gym,ham
EXCLUSIVE HTTP://OFFER. STOP 100% PRIZE URGENT URGENT LOTTERY 55995,spam
Meeting moved to tomorrow 28 home,ham
Where are you? done shop,ham
Where are you? 19 office,ham
Call me when you are free 9 ok,ham
Let's catch up later 20 shop,ham
Please check email 26,ham
Good night 27 done,ham
Where are you? 8,ham
On my way yup,ham
I'll be late by 10 minutes,ham
Are we meeting today? done,ham
Call me when you are free sure,ham
Lunch at 1 pm works 9,ham
Can you send the file?,ham
WIN EXCLUSIVE HOT CASH GIFT CASH DISCOUNT IMMEDIATELY DEAL,spam
Please check email,ham
Are we meeting today? 16 please class,ham
GUARANTEED NOW http://bit.ly/ DISCOUNT OFFER http://bit.ly/ CONGRATS $$$ DISCOUNT PRIZE HOT PRIZE HOT VOUCHER 100% http://offer. CLAIM 88326,spam
Can you send the file? 11,ham
Let's catch up later 25 yup office,ham
HTTP://OFFER. HTTP://OFFER. OFFER BONUS CLICK SMS WIN URGENT LIMITED EXCLUSIVE CLICK,spam
See you soon 10 shop,ham
Reached home 30,ham
I'll be late by 10 minutes thanks,ham
Happy birthday! 17 sure,ham
VOUCHER EXCLUSIVE reply HOT CONGRATS WIN CASH LOTTERY HOT LIMITED URGENT 67339,spam
Let's catch up later 22 please bus,ham
WIN GIFT HOT CLICK OFFER IMMEDIATELY CLAIM 12990,spam
Are we meeting today? 2 ok,ham
Can you send the file? ok,ham
Lunch at 1 pm works 11 thanks,ham
FREE CONGRATS DEAL BONUS CONGRATS NOW CLICK PRIZE LIMITED $$$ STOP IMMEDIATELY 62811,spam
Reached home 18 home,ham
On my way thanks,ham
Call me when you are free 12 yup class,ham
I'll be late by 10 minutes bus,ham
Where are you? gym,ham
Lunch at 1 pm works 24,ham
Are we meeting today? yup shop,ham
Meeting moved to tomorrow shop,ham
Meeting moved to tomorrow 6 thanks,ham
Please check email please,ham
Meeting moved to tomorrow 15 done shop,ham
Good night 6 please home,ham
HTTP://BIT.LY/ CLAIM $$$ HTTP://OFFER. URGENT STOP IMMEDIATELY GUARANTEED GUARANTEED,spam
Where are you? 3 bus,ham
Can you send the file?,ham
Can you send the file? 17 please,ham
On my way ok,ham
Lunch at 1 pm works 12,ham
Please check email home,ham
Meeting moved to tomorrow shop,ham
See you soon,ham
reply $$$ URGENT GUARANTEED NOW BONUS CLICK HOT CLICK IMMEDIATELY,spam
See you soon 17 home,ham
SMS CLAIM EXCLUSIVE CLICK OFFER GIFT EXCLUSIVE $$$,spam
I'll be late by 10 minutes sure,ham
Please check email,ham
Are we meeting today? 13 sure office,ham
Reached home 6,ham
See you soon 30 thanks,ham
Good night done,ham
Meeting moved to tomorrow,ham
Good night 27 thanks home,ham
Let's catch up later 20,ham
Let's catch up later,ham
reply CLAIM FREE VOUCHER EXCLUSIVE GIFT GIFT sms $$$ CLICK BONUS HOT 41623,spam
Can you send the file? 5 sure home,ham
Reached home,ham
Happy birthday! 18 thanks,ham
Let's catch up later 1,ham
CASH CASH 100% LIMITED LIMITED FREE REPLY VOUCHER $$$ DEAL LOTTERY $$$ CONGRATS ACT,spam
Can you send the file? done class,ham
Good night 6 yup class,ham
On my way 6 sure,ham
Lunch at 1 pm works 15,ham
CONGRATS PRIZE sms BONUS ACT DEAL FREE URGENT HOT LIMITED FREE FREE $$$ LOTTERY CASH EXCLUSIVE PRIZE 65655,spam
Are we meeting today? 12 thanks,ham
STOP STOP ACT CONGRATS OFFER OFFER FREE IMMEDIATELY VOUCHER OFFER PRIZE WIN IMMEDIATELY HOT 5094,spam
Please check email 5,ham
Let's catch up later 14 done office,ham
Reached home,ham
Call me when you are free 9,ham
Where are you? 13 ok office,ham
Please check email 10 done,ham
WIN DISCOUNT SMS SMS URGENT CLAIM CLAIM EXCLUSIVE CONGRATS PRIZE 100%,spam
$$$ 100% ACT WIN GUARANTEED BONUS GUARANTEED CONGRATS http://offer. LIMITED STOP http://bit.ly/ LIMITED,spam
Please check email,ham
Please check email 7 bus,ham
Thanks for your help ok,ham
Good night bus,ham
Where are you? 7 sure,ham
REPLY CLICK 100% CASH PRIZE FREE SMS HOT GUARANTEED SMS LIMITED 54723,spam
LIMITED LOTTERY http://offer. HOT sms EXCLUSIVE PRIZE sms DISCOUNT 49934,spam
Happy birthday! yup home,ham
Happy birthday! 7 office,ham
Let's catch up later 16 class,ham
Are we meeting today? 28 ok,ham
Meeting moved to tomorrow 30 yup,ham
See you soon done,ham
On my way 10 please bus,ham
I'll be late by 10 minutes sure bus,ham
See you soon 10 thanks,ham
Call me when you are free done,ham
Where are you?,ham
Happy birthday! 12 thanks,ham
Happy birthday! 10 ok,ham
Are we meeting today? sure office,ham
IMMEDIATELY FREE reply WIN LIMITED sms LOTTERY CASH GUARANTEED CASH sms 45667,spam
Happy birthday! 9,ham
Meeting moved to tomorrow 16 class,ham
Call me when you are free,ham
Meeting moved to tomorrow done,ham
Please check email 18 ok,ham
Can you send the file? yup shop,ham
Good night 16 ok,ham
Meeting moved to tomorrow done class,ham
Call me when you are free 29 please,ham
Happy birthday!,ham
GUARANTEED BONUS CLAIM IMMEDIATELY ACT SMS CLICK NOW LOTTERY HOT CONGRATS 38292,spam
LOTTERY LOTTERY GIFT CASH CLICK STOP,spam
I'll be late by 10 minutes 6 sure,ham
On my way 14 home,ham
Good night 24 bus,ham
Are we meeting today? gym,ham
See you soon 3 yup,ham
Can you send the file? yup,ham
Can you send the file?,ham
Call me when you are free,ham
Thanks for your help 9,ham
Where are you?,ham
Meeting moved to tomorrow 5 ok bus,ham
URGENT GUARANTEED LIMITED CLICK SMS DISCOUNT WIN GIFT DISCOUNT HTTP://OFFER. 71444,spam
See you soon 6 thanks class,ham
Meeting moved to tomorrow,ham
Where are you? yup,ham
I'll be late by 10 minutes done,ham
Let's catch up later 19 thanks,ham
Good night bus,ham
Please check email 5 shop,ham
Can you send the file? 21 thanks home,ham
Thanks for your help 6 done office,ham
Where are you? office,ham
Please check email 27 please,ham
On my way please bus,ham
Let's catch up later 20,ham
On my way,ham
IMMEDIATELY LOTTERY LOTTERY 100% HOT $$$ CLICK REPLY CLICK IMMEDIATELY LOTTERY 80445,spam
See you soon 27 gym,ham
Good night 17 please home,ham
Good night,ham
On my way 18,ham
Are we meeting today? 6 ok,ham
Let's catch up later 2,ham
Lunch at 1 pm works done,ham
Let's catch up later 11,ham
I'll be late by 10 minutes 6 done,ham
CLAIM CLICK GUARANTEED REPLY DEAL FREE DISCOUNT GUARANTEED,spam
Reached home done,ham
Lunch at 1 pm works 27,ham
I'll be late by 10 minutes 29 done,ham
HTTP://OFFER. FREE SMS HOT LIMITED FREE ACT 77541,spam
Where are you? ok shop,ham
Are we meeting today?,ham
GUARANTEED EXCLUSIVE sms ACT CONGRATS URGENT,spam
GIFT BONUS LOTTERY LOTTERY GUARANTEED URGENT GIFT $$$ sms CLICK PRIZE 100% 59763,spam
ACT NOW reply HOT HOT OFFER DEAL EXCLUSIVE reply DISCOUNT HOT LIMITED WIN PRIZE http://offer. 70084,spam
Are we meeting today? thanks,ham
Lunch at 1 pm works shop,ham
Meeting moved to tomorrow 5 sure,ham
Good night 16,ham
Lunch at 1 pm works 15,ham
Are we meeting today? home,ham
Reached home 28 done class,ham
On my way 22 ok,ham
See you soon 15,ham
Meeting moved to tomorrow 2 sure,ham
CASH WIN reply CASH CASH FREE PRIZE CONGRATS $$$ GUARANTEED,spam
On my way 9 office,ham
URGENT PRIZE DISCOUNT DISCOUNT BONUS PRIZE PRIZE CONGRATS STOP ACT VOUCHER STOP DEAL 76525,spam
Let's catch up later thanks,ham
VOUCHER CLICK DISCOUNT OFFER BONUS URGENT ACT HOT sms WIN LIMITED CLICK EXCLUSIVE,spam
I'll be late by 10 minutes bus,ham
Reached home done office,ham
Reached home 2,ham
Let's catch up later shop,ham
IMMEDIATELY BONUS CONGRATS SMS URGENT IMMEDIATELY HTTP://BIT.LY/,spam
Thanks for your help 30 sure,ham
Call me when you are free please,ham
See you soon 28,ham
Happy birthday! thanks shop,ham
Good night 29,ham
Call me when you are free,ham
Reached home,ham
Let's catch up later 27,ham
CLICK http://bit.ly/ STOP NOW EXCLUSIVE $$$ FREE DEAL $$$ http://offer. OFFER GUARANTEED 100% FREE,spam
I'll be late by 10 minutes sure office,ham
Call me when you are free done class,ham
STOP PRIZE IMMEDIATELY HOT DISCOUNT FREE FREE CLICK CASH CASH LOTTERY OFFER 4010,spam
Can you send the file? office,ham
Meeting moved to tomorrow sure,ham
Good night 11 please shop,ham
See you soon yup,ham
On my way 23 yup bus,ham
Reached home 17 please,ham
Please check email gym,ham
Lunch at 1 pm works please,ham
I'll be late by 10 minutes 3 sure,ham
Call me when you are free 3 office,ham
Good night,ham
Let's catch up later 15,ham
CLAIM VOUCHER CONGRATS 100% DISCOUNT http://bit.ly/ CONGRATS CLICK URGENT LIMITED ACT 25005,spam
Please check email,ham
On my way done,ham
Let's catch up later done gym,ham
Call me when you are free thanks,ham
Thanks for your help 20 sure gym,ham
EXCLUSIVE $$$ CASH URGENT CLICK $$$ GIFT CONGRATS IMMEDIATELY NOW DEAL FREE PRIZE 81767,spam
Call me when you are free please gym,ham
http://offer. CONGRATS CLICK CASH GUARANTEED $$$ http://offer.,spam
Where are you?,ham
Reached home 5 done,ham
I'll be late by 10 minutes 23 done class,ham
Please check email,ham
Meeting moved to tomorrow 22,ham
Meeting moved to tomorrow 11,ham
Call me when you are free,ham
Reached home 28 done home,ham
Lunch at 1 pm works please,ham
Can you send the file?,ham
Please check email,ham
Lunch at 1 pm works 1 ok office,ham
Happy birthday! 8 please shop,ham
Happy birthday! 16 please,ham
I'll be late by 10 minutes yup,ham
On my way please,ham
Where are you? 30 done,ham
I'll be late by 10 minutes ok,ham
Lunch at 1 pm works 16,ham
See you soon ok,ham
On my way 28 sure gym,ham
Please check email 24 gym,ham
HOT HTTP://BIT.LY/ LIMITED OFFER BONUS CLICK EXCLUSIVE HTTP://OFFER. 60046,spam
Lunch at 1 pm works home,ham
HOT REPLY REPLY HTTP://OFFER. URGENT CASH SMS SMS NOW FREE 65142,spam
Meeting moved to tomorrow 25 done gym,ham
Thanks for your help 28,ham
Happy birthday!,ham
See you soon 22 done shop,ham
See you soon done,ham
LIMITED WIN sms WIN OFFER FREE DISCOUNT ACT LIMITED,spam
Where are you? 18,ham
Can you send the file?,ham
Meeting moved to tomorrow yup gym,ham
STOP HOT CONGRATS FREE ACT VOUCHER ACT 58208,spam
Meeting moved to tomorrow 4 yup,ham
Are we meeting today? 18,ham
See you soon,ham
Good night 7 done gym,ham
Please check email 26,ham
I'll be late by 10 minutes 27 thanks,ham
Where are you? 26,ham
Are we meeting today? done,ham
Call me when you are free 20,ham
I'll be late by 10 minutes thanks,ham
Thanks for your help 23 please,ham
Can you send the file? 27 done,ham
Call me when you are free 14 please,ham
Reached home office,ham
Let's catch up later 23 thanks home,ham
GIFT DISCOUNT SMS VOUCHER REPLY WIN GUARANTEED ACT URGENT URGENT DEAL IMMEDIATELY ACT WIN ACT REPLY FREE,spam
See you soon ok,ham
I'll be late by 10 minutes 30 yup,ham
GUARANTEED CONGRATS CONGRATS http://offer. VOUCHER URGENT PRIZE LIMITED IMMEDIATELY 47624,spam
I'll be late by 10 minutes class,ham
Thanks for your help 3 yup office,ham
I'll be late by 10 minutes 7 please shop,ham
Thanks for your help office,ham
CASH URGENT CLAIM DEAL WIN CLICK LIMITED GUARANTEED STOP ACT GIFT LIMITED $$$ PRIZE PRIZE 46698,spam
GUARANTEED STOP HTTP://BIT.LY/ CONGRATS LIMITED LIMITED GUARANTEED DISCOUNT 11542,spam
See you soon gym,ham
Happy birthday! 25 shop,ham
Call me when you are free 9 sure,ham
Good night 8 yup class,ham
Please check email class,ham
Can you send the file?,ham
Where are you? bus,ham
Good night sure,ham
I'll be late by 10 minutes 25 please shop,ham
Please check email,ham
I'll be late by 10 minutes yup class,ham
OFFER EXCLUSIVE HOT STOP CONGRATS STOP STOP CONGRATS VOUCHER LOTTERY CLICK http://offer. 14690,spam
Let's catch up later ok,ham
GUARANTEED NOW BONUS URGENT CLAIM CLICK CLICK VOUCHER HTTP://BIT.LY/ 100% NOW STOP URGENT SMS 31615,spam
I'll be late by 10 minutes home,ham
Thanks for your help 30 thanks,ham
On my way 21,ham
I'll be late by 10 minutes 29,ham
BONUS 100% HTTP://BIT.LY/ SMS NOW DEAL ACT DISCOUNT CLAIM PRIZE CLICK CONGRATS 88769,spam
Please check email 7 bus,ham
CLICK VOUCHER GIFT LOTTERY PRIZE OFFER REPLY DEAL PRIZE NOW,spam
BONUS STOP ACT CASH CLAIM PRIZE STOP NOW URGENT EXCLUSIVE VOUCHER CASH $$$ HTTP://BIT.LY/ GUARANTEED ACT 52578,spam
Reached home 26 yup,ham
Meeting moved to tomorrow,ham
I'll be late by 10 minutes sure,ham
Good night 27,ham
Can you send the file? gym,ham
Where are you? 12,ham
Call me when you are free thanks office,ham
Reached home 14,ham
Thanks for your help,ham
Meeting moved to tomorrow 13 ok shop,ham
On my way 9,ham
Are we meeting today? 6 done,ham
Are we meeting today? 20 please,ham
On my way 5 bus,ham
Good night 27 thanks,ham
See you soon 10 yup,ham
Thanks for your help yup bus,ham
Thanks for your help 27 thanks,ham
Where are you? 29 thanks,ham
Please check email 19,ham
Can you send the file? 19 thanks office,ham
Let's catch up later 26 done,ham
Please check email 21 ok,ham
On my way thanks,ham
WIN URGENT REPLY DEAL STOP CLICK ACT HTTP://OFFER. BONUS HOT DEAL HTTP://BIT.LY/ 58670,spam
Let's catch up later 19,ham
Happy birthday! 19 home,ham
Reached home 27,ham
Lunch at 1 pm works 28,ham
On my way,ham
I'll be late by 10 minutes 15,ham
Meeting moved to tomorrow 18 shop,ham
IMMEDIATELY URGENT OFFER NOW OFFER GIFT reply ACT DEAL GIFT FREE CASH CLICK CLICK http://bit.ly/ http://bit.ly/ 56061,spam
Reached home gym,ham
Happy birthday! ok class,ham
On my way 14 done,ham
Reached home 2 please gym,ham
Lunch at 1 pm works 2 yup,ham
On my way please class,ham
Meeting moved to tomorrow home,ham
Reached home please,ham
NOW LOTTERY NOW $$$ URGENT HTTP://OFFER. LOTTERY WIN URGENT GUARANTEED ACT BONUS HOT IMMEDIATELY EXCLUSIVE GIFT 53242,spam
Can you send the file? 20,ham
See you soon 9,ham
Please check email 2,ham
Please check email 8 ok gym,ham
Call me when you are free 9 ok home,ham
ACT sms http://bit.ly/ FREE STOP WIN FREE CLAIM GUARANTEED CASH NOW CLICK CLAIM reply LIMITED 21687,spam
Good night 29 sure,ham
CASH GUARANTEED PRIZE WIN PRIZE DISCOUNT ACT CLAIM PRIZE OFFER http://bit.ly/ STOP GUARANTEED CASH 82161,spam
Can you send the file? 2 ok,ham
Please check email 3 class,ham
I'll be late by 10 minutes 29 done,ham
GUARANTEED IMMEDIATELY HTTP://OFFER. CLAIM NOW LOTTERY SMS CLAIM HTTP://BIT.LY/ LIMITED STOP HTTP://OFFER. 79604,spam
Let's catch up later 15 sure,ham
URGENT SMS DEAL LIMITED EXCLUSIVE ACT GIFT DISCOUNT WIN DISCOUNT BONUS,spam
Lunch at 1 pm works yup gym,ham
BONUS GIFT VOUCHER SMS NOW ACT PRIZE HTTP://BIT.LY/ CLAIM LIMITED EXCLUSIVE 50382,spam
Please check email office,ham
Let's catch up later,ham
Call me when you are free 15 sure,ham
Please check email 18 sure,ham
Are we meeting today? 29 bus,ham
Can you send the file? 10 shop,ham
Are we meeting today? bus,ham
Good night,ham
Happy birthday! 17 thanks,ham
Where are you? 2,ham
Can you send the file? thanks bus,ham
Please check email 14 thanks,ham
I'll be late by 10 minutes 8 please,ham
Good night 17 yup,ham
Thanks for your help home,ham
Let's catch up later 16 done,ham
Please check email 10 home,ham
Please check email,ham
Good night 24 bus,ham
GUARANTEED DEAL GIFT REPLY CASH DEAL LOTTERY LIMITED CLICK ACT 100% CASH ACT 22946,spam
Thanks for your help 25 office,ham
On my way 26,ham
Where are you? 12 gym,ham
Happy birthday! 21,ham
Thanks for your help office,ham
Lunch at 1 pm works 6 shop,ham
On my way 28,ham
See you soon shop,ham
OFFER LIMITED BONUS BONUS CLAIM 100% 13979,spam
Are we meeting today? 24,ham
Call me when you are free 10,ham
VOUCHER CASH FREE URGENT WIN URGENT PRIZE reply CASH IMMEDIATELY BONUS OFFER DEAL reply 100% reply 59431,spam
GIFT HOT GIFT VOUCHER STOP LOTTERY EXCLUSIVE CONGRATS DISCOUNT 95423,spam
On my way 10,ham
Happy birthday! 25 office,ham
Where are you? 14,ham
Good night 23,ham
Meeting moved to tomorrow 26 done class,ham
Let's catch up later home,ham
Can you send the file? please,ham
See you soon 21 done home,ham
Good night 21 gym,ham
Reached home 16,ham
Happy birthday! class,ham
Please check email 1 ok shop,ham
See you soon please shop,ham
Call me when you are free 30 thanks,ham
Lunch at 1 pm works 14,ham
URGENT CLICK FREE HOT CASH HTTP://BIT.LY/ 45866,spam
Are we meeting today? please,ham
Can you send the file? 26 yup bus,ham
Call me when you are free done,ham
Where are you? office,ham
On my way yup,ham
PRIZE WIN CLAIM sms HOT CASH http://bit.ly/,spam
Can you send the file? shop,ham
Are we meeting today? 23,ham
ACT FREE BONUS FREE VOUCHER $$$ HOT 37376,spam
Call me when you are free 8,ham
CONGRATS CONGRATS DEAL CLICK LIMITED CLICK NOW LOTTERY WIN STOP CASH http://offer. FREE 100% LIMITED CONGRATS 45704,spam
Thanks for your help yup gym,ham
NOW sms CONGRATS STOP GIFT FREE http://offer. 100%,spam
Good night 6,ham
Thanks for your help thanks shop,ham
On my way 16,ham
Good night 24 sure,ham
Where are you? please home,ham
Happy birthday!,ham
Where are you? 4 thanks gym,ham
Thanks for your help 7 thanks bus,ham
Where are you? sure,ham
URGENT HOT HOT OFFER GUARANTEED VOUCHER WIN CLAIM 100% DEAL CLICK GUARANTEED CLAIM 99709,spam
FREE ACT sms DEAL VOUCHER VOUCHER NOW LOTTERY ACT 42136,spam
Let's catch up later 25,ham
I'll be late by 10 minutes 24 done home,ham
Happy birthday! 23 gym,ham
Where are you? 15 please,ham
Are we meeting today? 27 done,ham
Happy birthday! ok,ham
On my way please,ham
Let's catch up later,ham
Lunch at 1 pm works,ham
Good night done,ham
Can you send the file? 11,ham
Please check email 27 yup bus,ham
See you soon,ham
Where are you?,ham
Let's catch up later,ham
Are we meeting today? 8 sure home,ham
$$$ GIFT PRIZE http://offer. NOW CLICK,spam
Where are you? please gym,ham
Can you send the file? 2 thanks home,ham
Please check email 12 bus,ham
ACT DISCOUNT VOUCHER CLAIM EXCLUSIVE OFFER CONGRATS OFFER HOT HTTP://OFFER. GIFT CLAIM STOP HOT 43374,spam
